disynthon,R
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1c(C)cccc1C,1.8366585712246228
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1ccc(C(=O)O)cc1,0.7836214462702984
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1ccc(OC)cc1,0.4111246010408252
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1cccc(C(=O)O)c1,0.6055661301443499
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1cccc2ccoc12,1.7052683833594815
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1ccccc1,1.8161801481308304
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1ccccc1C(=O)O,1.3109181203961067
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1ccccc1O,2.3276555758013813
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1ccccc1OC,1.3081237305844433
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.COc1ccccn1,0.6647783833288311
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.CS(=O)(=O)c1ccccc1,0.9049563798863447
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.CS(=O)(=O)c1cccnc1,2.6375224405234476
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.CS(=O)c1ccccc1,0.6279815334579638
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Cc1cccc(C)c1OC(C)C,1.581123465662937
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Cc1cccc2cn[nH]c12,0.8583241670741655
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Cc1ccccc1C(=O)O,2.1540741291784262
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Cc1ccco1,0.8583241670741655
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Cc1ccn[nH]1,1.7146455035795818
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Cn1cc2ccccc2n1,1.880442193606139
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Cn1ccc2ccccc21,1.977497274566456
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Cn1ccccc1=O,0.4646042239404448
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Cn1ncc2ccccc21,1.1155165555290658
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.N#CC1(c2ccccc2)CC1,1.6254669809137816
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.N#CCNC(=O)c1ccccc1,1.009124020736571
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.N#Cc1ccc2[nH]ccc2c1,1.1730916035563725
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.NC(=O)c1ccccc1,2.087758488038244
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.NNC(=O)CCc1ccccc1,1.4811618605389574
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.NS(=O)(=O)c1ccccc1,5.917919257195563
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Nc1ccccn1,1.4412268272264002
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=C(NC1CC1)c1ccccc1,1.3704917682214242
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=C(O)C1(c2ccccc2)CC1,1.1004441291630152
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=C(O)CCc1ccccc1,0.7534906810193055
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=C(O)Cc1ccccc1,0.6404942414720702
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=C(O)c1cccc(C(=O)O)c1,1.194599776578032
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=C(O)c1ccccc1,1.3081237305844433
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=C(O)c1ccco1,0.9049563798863447
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=C(O)c1cccs1,1.3063751942695438
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=C(c1ccccc1)C1CC1,0.5340777527539692
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.O=[N+]([O-])c1ccccc1,1.3587236814817758
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.OC1(c2ccccc2)CCC1,0.26415864196305716
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.OCc1cccs1,0.8024982049880409
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.Oc1ccccn1,0.4111246010408252
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc(CN2CCCC2)cc1,1.1403921860356376
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc(N2CCCC2)nc1,0.8202820987273881
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc(N2CCOCC2)cc1,0.6909765462186374
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc(N2CCOCC2)nc1,0.5772355509563102
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc(OC2CCCC2)cc1,1.3081237305844433
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc2[nH]ccc2c1,1.5236570903334408
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc2c(c1)CCCC2,1.870243185098445
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc2c(c1)OCO2,0.7500975341303924
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc2nonc2c1,1.6071234404323167
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccc2occc2c1,1.3880091492460898
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccccc1,0.8024982049880409
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1ccncc1,0.5278464129065724
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1cnc(C2CC2)nc1,1.0587211290051757
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1cnc(N2CCCCC2)nc1,0.8024982049880409
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1cnc(N2CCOCC2)nc1,2.645367831683213
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1cncnc1,1.3063751942695438
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.c1cnn(Cc2ccncc2)c1,1.3880091492460898
CC(=O)OCc1ccc(CN(C)C)o1.C1=CCCCC1,0.5772355509563102
CC(=O)OCc1ccc(CN(C)C)o1.C1=CCCCCC1,0.8583241670741655
CC(=O)OCc1ccc(CN(C)C)o1.C1=Cc2ccccc2C1,0.8583241670741655
CC(=O)OCc1ccc(CN(C)C)o1.C=CC(=O)Nc1ccccc1,0.4111246010408252
CC(=O)OCc1ccc(CN(C)C)o1.C=CC(C)(C)C,3.334181465971523
CC(=O)OCc1ccc(CN(C)C)o1.C=CC1CCCCC1,1.305177920635204
CC(=O)OCc1ccc(CN(C)C)o1.CC(=O)NCc1ccccc1,0.3192531818138253
CC(=O)OCc1ccc(CN(C)C)o1.CC(=O)Nc1ccccc1,0.8024982049880409
CC(=O)OCc1ccc(CN(C)C)o1.CC(=O)c1ccco1,0.6885098740322254
CC(=O)OCc1ccc(CN(C)C)o1.CC(C)(C#N)c1ccccc1,1.1205160695034257
CC(=O)OCc1ccc(CN(C)C)o1.CC(C)(C(=O)O)c1ccccc1,0.1456575689329007
